Timestamp,Equipment,Load (%),Power (kW),Voltage (V),Current (A),Temperature (C),Downtime (min)
1/1/2025 4:00,Pump-202,77.48,31.63,404.91,89.52,75.97,0
1/1/2025 5:00,Pump-202,91.21,38.23,431.49,101.56,86.95,0
1/1/2025 6:00,Pump-202,90.34,32.58,424.17,88.04,81.34,0
1/1/2025 7:00,Pump-202,85.63,35.71,424.88,96.34,81.93,0
1/1/2025 8:00,Pump-202,98.23,31.65,398.24,91.08,86.58,15
1/1/2025 9:00,Pump-202,87.29,29.17,413.97,80.75,81.18,0
1/1/2025 10:00,Pump-202,68.99,25.35,380.86,76.29,72.78,0
1/1/2025 11:00,Pump-202,74.44,28.18,382.34,84.48,75.92,0
1/1/2025 12:00,Pump-202,65.36,27.28,417.48,74.88,73.25,0
1/1/2025 13:00,Pump-202,60.41,25.54,439.44,66.61,69.75,0
1/1/2025 14:00,Pump-202,53.84,16.89,403.35,48,61.32,0
1/1/2025 15:00,Pump-202,42.31,15.07,435.75,39.63,55.7,0
1/1/2025 16:00,Pump-202,40,18.3,439.74,47.7,54.28,0
1/1/2025 17:00,Pump-202,40,15.31,422.91,41.49,55.1,0
1/1/2025 18:00,Pump-202,40,15.72,420.49,42.84,52.69,0
1/1/2025 19:00,Pump-202,40,13.61,390.04,40.01,53.68,0
1/1/2025 20:00,Pump-202,40,13.31,418.92,36.4,56.16,0
1/1/2025 21:00,Pump-202,40.81,12.91,415.96,35.57,52.44,0
1/1/2025 22:00,Pump-202,43.01,17.89,420.07,48.82,59.45,0
1/1/2025 23:00,Pump-202,54.85,22.93,421.98,62.27,65.57,0
1/2/2025 0:00,Pump-202,55.1,16.73,404.11,47.47,69.18,0
1/2/2025 1:00,Pump-202,59.49,23.33,435.28,61.47,66.77,0
1/2/2025 2:00,Pump-202,66.3,18,383.12,53.89,72.01,0
1/2/2025 3:00,Pump-202,77.18,32.29,416.41,88.94,76.01,0
1/2/2025 4:00,Pump-202,87.64,34.37,392.67,100.37,84.18,0
1/2/2025 5:00,Pump-202,88.15,29.82,424.25,80.62,83.31,0
1/2/2025 6:00,Pump-202,91.44,37.05,407.9,104.15,85.02,0
1/2/2025 7:00,Pump-202,86.4,37.23,438.52,97.35,81.44,0
1/2/2025 8:00,Pump-202,84.95,25.17,384.26,75.12,79.48,0
1/2/2025 9:00,Pump-202,80.33,23.32,396.11,67.51,75.1,0
1/2/2025 10:00,Pump-202,73.72,31.1,438.38,81.37,73.75,0
1/2/2025 11:00,Pump-202,67.46,26.12,396.7,75.5,71.43,0
1/2/2025 12:00,Pump-202,53.98,15.8,393.95,45.99,60.31,0
1/2/2025 13:00,Pump-202,48.39,14.64,420.44,39.92,56.44,0
1/2/2025 14:00,Pump-202,47.98,15.24,388.82,44.96,57.67,0
1/2/2025 15:00,Pump-202,40,14.24,398.15,41.01,52.3,0
1/2/2025 16:00,Pump-202,40,14.5,414.84,40.09,54.6,0
1/2/2025 17:00,Pump-202,40,13.76,396.42,39.81,51.99,0
1/2/2025 18:00,Pump-202,40,15.69,398.39,45.16,52.33,0
1/2/2025 19:00,Pump-202,40,15.49,407.51,43.6,52.73,0
1/2/2025 20:00,Pump-202,43.18,18.39,426.62,49.44,57.54,0
1/2/2025 21:00,Pump-202,40.76,18.29,430.41,48.73,50.6,0
1/2/2025 22:00,Pump-202,43.61,14.83,391.71,43.42,57.85,0
1/2/2025 23:00,Pump-202,51.97,21.04,408.99,59.01,64.59,0
1/3/2025 0:00,Pump-202,64.76,21.26,404.41,60.31,68.12,0
1/3/2025 1:00,Pump-202,75.58,22.43,387.56,66.4,74.8,0
1/3/2025 2:00,Pump-202,84.52,31.9,409.38,89.41,83.96,0
1/3/2025 3:00,Pump-202,82.69,30.87,402.33,88.04,76.58,0
1/3/2025 4:00,Pump-202,87.06,27.05,391.12,79.36,80.04,0
1/3/2025 5:00,Pump-202,85.94,29.41,429.54,78.57,80.48,0
1/3/2025 6:00,Pump-202,84.48,33.16,402.47,94.54,81.13,0
1/3/2025 7:00,Pump-202,85.39,35.01,413.41,97.18,80.77,0
1/3/2025 8:00,Pump-202,83.32,27.11,420.37,74.01,80.96,0
1/3/2025 9:00,Pump-202,83.26,25.94,394.98,75.37,79.34,0
1/3/2025 10:00,Pump-202,77.67,24.77,425.02,66.86,79.06,0
1/3/2025 11:00,Pump-202,57.33,19.16,385.63,57.01,63.23,0
1/3/2025 12:00,Pump-202,55.32,22.11,394.29,64.35,61.85,0
1/3/2025 13:00,Pump-202,41.04,13.12,425.63,35.37,50.39,0
1/3/2025 14:00,Pump-202,40,17.39,415.81,47.99,53,0
1/3/2025 15:00,Pump-202,40,13,429.65,34.73,56.78,0
1/3/2025 16:00,Pump-202,40,16.92,416.91,46.57,49.74,0
1/3/2025 17:00,Pump-202,40,10.87,383.01,32.56,61.85,0
1/3/2025 18:00,Pump-202,40,12.97,430.35,34.57,57.45,0
1/3/2025 19:00,Pump-202,40,11.27,394.25,32.79,53.15,0
1/3/2025 20:00,Pump-202,40,13.25,416.5,36.5,54.66,0
1/3/2025 21:00,Pump-202,40,14.28,428.09,38.27,51.74,0
1/3/2025 22:00,Pump-202,42.32,14.07,426.37,37.87,56.11,0
1/3/2025 23:00,Pump-202,55.66,20.19,435.75,53.15,67.09,0
1/4/2025 0:00,Pump-202,60.49,20.08,426.51,54.06,68.89,0
1/4/2025 1:00,Pump-202,66.79,27.17,437.69,71.28,69.95,0
1/4/2025 2:00,Pump-202,74.42,28.94,416.69,79.73,75.08,0
1/4/2025 3:00,Pump-202,85.56,37.56,436.83,98.73,80.42,0
1/4/2025 4:00,Pump-202,81.53,33.41,396.9,96.65,80.83,0
1/4/2025 5:00,Pump-202,93.36,33.04,439.41,86.33,88.96,0
1/4/2025 6:00,Pump-202,89.46,28.9,395.66,83.85,82.08,0
1/4/2025 7:00,Pump-202,86.64,27.12,435.72,71.45,79.67,0
1/4/2025 8:00,Pump-202,80.5,30.06,438.08,78.79,78.9,0
1/4/2025 9:00,Pump-202,72.97,27.63,408.26,77.69,73.8,0
1/4/2025 10:00,Pump-202,79.12,33.2,414.67,91.92,79.11,0
1/4/2025 11:00,Pump-202,70.6,18.92,383.34,56.67,73.76,0
1/4/2025 12:00,Pump-202,63.18,21.4,404.67,60.71,65.67,0
1/4/2025 13:00,Pump-202,50.88,16.97,421.46,46.24,61.72,0
1/4/2025 14:00,Pump-202,42.49,14.41,400.53,41.3,54.51,0
1/4/2025 15:00,Pump-202,40,13.8,397.28,39.89,57.43,0
1/4/2025 16:00,Pump-202,40,12.25,406.03,34.63,50.75,0
1/4/2025 17:00,Pump-202,40,14.18,434.14,37.5,51.98,0
1/4/2025 18:00,Pump-202,40,17.14,435.89,45.14,56.5,0
1/4/2025 19:00,Pump-202,40.57,14.72,433.9,38.94,55.96,0
1/4/2025 20:00,Pump-202,40,13.87,386.27,41.23,55.01,0
1/4/2025 21:00,Pump-202,40,13.54,438.83,35.44,53.81,0
1/4/2025 22:00,Pump-202,45.74,13.74,424.33,37.19,56.09,0
1/4/2025 23:00,Pump-202,54.35,15.89,386.2,47.23,66.77,0
1/5/2025 0:00,Pump-202,51.28,21.96,436.3,57.82,61.93,0
1/5/2025 1:00,Pump-202,67.43,19.3,400.85,55.31,71.36,0
1/5/2025 2:00,Pump-202,75.65,23.9,407.48,67.37,74.79,0
1/5/2025 3:00,Pump-202,74.13,25.25,414.66,69.96,75.79,0
1/5/2025 4:00,Pump-202,88.13,29.48,408.64,82.87,83.74,0
1/5/2025 5:00,Pump-202,94.75,29.13,399.69,83.72,85.81,0
1/5/2025 6:00,Pump-202,82.4,27.43,430.45,73.21,73.78,0
1/5/2025 7:00,Pump-202,94.98,33.87,429.42,90.6,86.06,0
1/5/2025 8:00,Pump-202,88.03,34.81,387.12,103.31,82.45,0
1/5/2025 9:00,Pump-202,82.89,27.29,381.96,82.08,83.65,0
1/5/2025 10:00,Pump-202,69.26,30.05,419.38,82.32,70.93,0
1/5/2025 11:00,Pump-202,76.38,24.7,384.11,73.87,76.83,0
1/5/2025 12:00,Pump-202,61.33,24.8,436.31,65.3,64.99,0
1/5/2025 13:00,Pump-202,51.15,17.68,413.04,49.17,59.43,0
1/5/2025 14:00,Pump-202,47.02,16.19,416.71,44.64,59.07,0
1/5/2025 15:00,Pump-202,40,13.49,401.29,38.61,53.42,0
1/5/2025 16:00,Pump-202,40,12.82,384.21,38.32,56.57,0
1/5/2025 17:00,Pump-202,40,12.22,429.64,32.67,53.3,0
1/5/2025 18:00,Pump-202,40,15.41,432.76,40.91,53.42,0
1/5/2025 19:00,Pump-202,40,17.46,423.89,47.33,50.85,0
1/5/2025 20:00,Pump-202,40,17.71,436.06,46.66,53.49,0
1/5/2025 21:00,Pump-202,45.64,17.68,404.19,50.25,60.24,0
1/5/2025 22:00,Pump-202,54.95,21.2,405.71,60.04,63.67,0
1/5/2025 23:00,Pump-202,50.74,19.3,429.98,51.56,60.99,0
1/6/2025 0:00,Pump-202,58.84,24.04,402.74,68.61,67.63,0
1/6/2025 1:00,Pump-202,71.04,25.42,409.04,71.44,71.68,0
1/6/2025 2:00,Pump-202,78.36,22.22,399.51,63.92,73.49,0
1/6/2025 3:00,Pump-202,88.75,33.06,400.75,94.83,81.87,0
1/6/2025 4:00,Pump-202,92.71,38.2,395.96,110.9,84.68,0
1/6/2025 5:00,Pump-202,89.34,35.07,419.57,96.07,82.93,0
1/6/2025 6:00,Pump-202,92.22,29.13,393.36,85.11,83.03,0
1/6/2025 7:00,Pump-202,77.74,22.88,389.61,67.5,79.16,0
1/6/2025 8:00,Pump-202,93.46,29.41,433.88,77.91,85.12,0
1/6/2025 9:00,Pump-202,86.46,26.2,389.78,77.25,85.18,0
1/6/2025 10:00,Pump-202,77.46,28.41,435.59,74.97,75.76,0
1/6/2025 11:00,Pump-202,58.22,19.98,381.72,60.16,67.57,0
1/6/2025 12:00,Pump-202,59.55,20.64,415.3,57.12,65.66,0
1/6/2025 13:00,Pump-202,52.44,19.61,396.51,56.84,62.35,0
1/6/2025 14:00,Pump-202,47.37,16.92,402.48,48.31,57.89,0
1/6/2025 15:00,Pump-202,40,16.79,429.94,44.89,52.79,0
1/6/2025 16:00,Pump-202,40,17.5,429.04,46.89,52.58,0
1/6/2025 17:00,Pump-202,40,15.99,400.25,45.93,52.21,0
1/6/2025 18:00,Pump-202,40,13.34,400.06,38.31,53.25,0
1/6/2025 19:00,Pump-202,40,16.18,414.32,44.89,54.22,0
1/6/2025 20:00,Pump-202,40,12.28,388.95,36.29,54.91,0
1/6/2025 21:00,Pump-202,40,12.05,420.78,32.91,50.5,0
1/6/2025 22:00,Pump-202,44.52,14.33,421.83,39.06,55.88,0
1/6/2025 23:00,Pump-202,45.65,19.93,433.17,52.88,58.94,0
1/7/2025 0:00,Pump-202,54.99,17.34,404.68,49.28,61.49,0
1/7/2025 1:00,Pump-202,72.64,30,420.39,82.07,74.62,0
1/7/2025 2:00,Pump-202,69.48,24.2,424.28,65.6,71.03,0
1/7/2025 3:00,Pump-202,75.23,30.14,384.87,90.05,76.92,0
1/7/2025 4:00,Pump-202,90.45,31.11,431.97,82.83,87.93,0
1/7/2025 5:00,Pump-202,82.41,27.09,405.65,76.81,82.98,0
1/7/2025 6:00,Pump-202,95.72,38.31,392.09,112.36,87.85,0
1/7/2025 7:00,Pump-202,90.09,26.96,426.77,72.66,86.61,35
1/7/2025 8:00,Pump-202,81.65,29.5,391.7,86.62,72.51,0
1/7/2025 9:00,Pump-202,84.52,30.73,416.15,84.92,81.99,0
1/7/2025 10:00,Pump-202,74.31,29.54,385.6,88.1,74.01,0
1/7/2025 11:00,Pump-202,71.18,26.32,399.43,75.77,72.6,0
1/7/2025 12:00,Pump-202,53.74,17.33,419.03,47.56,63.78,0
1/7/2025 13:00,Pump-202,54.09,21.81,386.81,64.84,61.06,0
1/7/2025 14:00,Pump-202,46.84,14.02,404.68,39.84,55.63,0
1/7/2025 15:00,Pump-202,40,16.94,428.41,45.47,53.39,0
1/7/2025 16:00,Pump-202,41.67,16.6,420.37,45.4,54.81,0
1/7/2025 17:00,Pump-202,42.49,15.18,428.33,40.76,55.24,0
1/7/2025 18:00,Pump-202,40,10.98,389.95,32.39,56.56,0
1/7/2025 19:00,Pump-202,40,12.74,430.39,34.04,49.79,0
1/7/2025 20:00,Pump-202,40,15.43,389.04,45.63,54.62,0
1/7/2025 21:00,Pump-202,40,15.65,430.25,41.83,55.75,0
1/7/2025 22:00,Pump-202,40,12.32,425.38,33.31,55.01,0
1/7/2025 23:00,Pump-202,51.12,16.83,387.67,49.94,61.76,0
1/8/2025 0:00,Pump-202,60.43,25.88,434.16,68.58,65.83,0
1/8/2025 1:00,Pump-202,67.35,27.04,399.1,77.97,64.03,0
1/8/2025 2:00,Pump-202,68.26,27.3,397.93,78.94,72.8,0
1/8/2025 3:00,Pump-202,75.45,28.47,385.53,84.97,75.63,0
1/8/2025 4:00,Pump-202,86.6,30.77,428.74,82.58,83.81,0
1/8/2025 5:00,Pump-202,86.28,26.21,408.8,73.78,79.07,0
1/8/2025 6:00,Pump-202,89.67,24.81,385.26,74.1,84.46,0
1/8/2025 7:00,Pump-202,88.53,30.42,399.2,87.69,85.07,0
1/8/2025 8:00,Pump-202,85.38,33.2,431.57,88.53,77.21,0
1/8/2025 9:00,Pump-202,76.28,30,424.31,81.37,78.61,0
1/8/2025 10:00,Pump-202,75.95,29.27,395.4,85.19,73.58,0
1/8/2025 11:00,Pump-202,68.35,27.65,420.42,75.67,70.67,0
1/8/2025 12:00,Pump-202,59.6,19.79,427.79,53.22,61.86,0
1/8/2025 13:00,Pump-202,53.64,17.51,411.41,48.96,59.18,0
1/8/2025 14:00,Pump-202,40,15.72,426.29,42.43,52.08,0
1/8/2025 15:00,Pump-202,40,12.22,382.89,36.73,53.91,0
1/8/2025 16:00,Pump-202,40,13.22,396.31,38.39,55.51,0
1/8/2025 17:00,Pump-202,40,16.11,389.24,47.63,56.18,0
1/8/2025 18:00,Pump-202,40,12.51,433.62,33.19,54.27,0
1/8/2025 19:00,Pump-202,40,16.37,400.24,47.07,55.5,0
1/8/2025 20:00,Pump-202,42.66,19.21,435.45,50.76,56.04,0
1/8/2025 21:00,Pump-202,40,16,437.99,42.05,55.74,0
1/8/2025 22:00,Pump-202,46.02,15.1,398.43,43.62,58.6,0
1/8/2025 23:00,Pump-202,59.41,21.26,399.08,61.3,66.14,0
1/9/2025 0:00,Pump-202,65.33,19.23,408,54.27,68.16,0
1/9/2025 1:00,Pump-202,62.87,24.85,386.85,73.97,67.72,0
1/9/2025 2:00,Pump-202,74.32,22.68,439.15,59.46,76.71,0
1/9/2025 3:00,Pump-202,88.78,30.12,407.45,85.12,86.23,0
1/9/2025 4:00,Pump-202,74.61,23.46,423.83,63.72,72.38,0
1/9/2025 5:00,Pump-202,86.38,29.99,395.75,87.25,80.84,0
1/9/2025 6:00,Pump-202,85.81,25.55,420.54,69.95,80.48,0
1/9/2025 7:00,Pump-202,96.48,26.89,392.89,78.8,89.71,0
1/9/2025 8:00,Pump-202,81.7,31.31,411.8,87.53,76.97,0
1/9/2025 9:00,Pump-202,75.76,29.57,390.33,87.24,76.03,0
1/9/2025 10:00,Pump-202,80.31,29.34,402.29,83.99,78.52,0
1/9/2025 11:00,Pump-202,57.81,20.51,408.19,57.87,65.21,0
1/9/2025 12:00,Pump-202,56.88,24.63,427.48,66.34,62.11,0
1/9/2025 13:00,Pump-202,45.28,16.5,391.71,48.51,55.14,0
1/9/2025 14:00,Pump-202,40.08,16.24,416.2,44.92,50.81,0
1/9/2025 15:00,Pump-202,40,12.29,439.74,32.17,52.04,0
1/9/2025 16:00,Pump-202,40,15.99,400.51,45.98,56.56,0
1/9/2025 17:00,Pump-202,40,11.72,416.62,32.39,55.74,0
1/9/2025 18:00,Pump-202,40,17.16,425.13,46.49,51.29,0
1/9/2025 19:00,Pump-202,40,12.42,406.47,35.19,54.94,0
1/9/2025 20:00,Pump-202,40,11.84,384.09,35.49,50.53,0
1/9/2025 21:00,Pump-202,40,11.39,406.72,32.23,55.47,0
1/9/2025 22:00,Pump-202,47.81,15.64,389.88,46.19,57.91,0
1/9/2025 23:00,Pump-202,52.16,19.48,381.26,58.83,60.63,0
1/10/2025 0:00,Pump-202,62.5,24.44,397,70.93,68.62,0
1/10/2025 1:00,Pump-202,56.88,16.59,417.52,45.79,65.61,0
1/10/2025 2:00,Pump-202,77.16,27.47,394.65,80.18,75.02,0
1/10/2025 3:00,Pump-202,86.36,37.8,437.14,99.61,81.15,0
1/10/2025 4:00,Pump-202,81.84,23.3,408.47,65.71,77.86,0
1/10/2025 5:00,Pump-202,89.22,38.15,411.23,106.87,82.67,0
1/10/2025 6:00,Pump-202,86.76,34,386.81,101.25,80.46,0
1/10/2025 7:00,Pump-202,92.02,35.02,434.17,92.94,86.26,0
1/10/2025 8:00,Pump-202,90.54,31.39,407.26,88.79,80.86,0
1/10/2025 9:00,Pump-202,84.44,26.72,420.83,73.16,82.15,0
1/10/2025 10:00,Pump-202,75.79,22.83,423.73,62.06,74.74,0
1/10/2025 11:00,Pump-202,72.62,20.22,390.19,59.7,71.16,0
1/10/2025 12:00,Pump-202,65.74,24.51,404.82,69.76,67.99,0
1/10/2025 13:00,Pump-202,50.48,15.72,439.31,41.22,60.4,0
1/10/2025 14:00,Pump-202,45.26,14.55,437.79,38.29,58.14,0
1/10/2025 15:00,Pump-202,40,13.93,383.06,41.88,53.93,0
1/10/2025 16:00,Pump-202,40,12.53,386.74,37.31,51.31,0
1/10/2025 17:00,Pump-202,40,15.36,417.66,42.36,56.89,0
1/10/2025 18:00,Pump-202,40,17.33,421.24,47.39,55.82,0
1/10/2025 19:00,Pump-202,40,15.9,417.84,43.83,57.52,0
1/10/2025 20:00,Pump-202,40,15.29,391.69,44.97,54.08,0
1/10/2025 21:00,Pump-202,43.48,15.32,402.33,43.86,54.24,0
1/10/2025 22:00,Pump-202,42.25,16.15,420.55,44.25,59.5,0
1/10/2025 23:00,Pump-202,48.9,19.65,417.97,54.16,59.55,0
1/11/2025 0:00,Pump-202,62.54,18.75,406.04,53.23,70.79,0
1/11/2025 1:00,Pump-202,58.99,22.26,398.17,64.44,63.21,0
1/11/2025 2:00,Pump-202,78.68,27.99,436.32,73.95,80.52,0
1/11/2025 3:00,Pump-202,84.93,26.74,391.93,78.65,78.51,0
1/11/2025 4:00,Pump-202,83.3,24.12,408.38,68.08,81.41,0
1/11/2025 5:00,Pump-202,83.77,29.78,424.68,80.83,82.71,0
1/11/2025 6:00,Pump-202,90.3,29.66,387.83,88.16,81.37,0
1/11/2025 7:00,Pump-202,91.92,32.97,383.66,99.06,84.63,0
1/11/2025 8:00,Pump-202,83.2,34,404.93,96.78,77.98,0
1/11/2025 9:00,Pump-202,79.64,23.21,399.12,67.05,77.39,0
1/11/2025 10:00,Pump-202,76.03,20.56,383.65,61.76,73.55,0
1/11/2025 11:00,Pump-202,63.32,19.19,387.52,57.08,70.75,0
1/11/2025 12:00,Pump-202,53.28,16.07,409.67,45.22,63.67,0
1/11/2025 13:00,Pump-202,43.69,17.78,417.62,49.08,57.85,0
1/11/2025 14:00,Pump-202,40,12.77,395.34,37.24,55.68,0
1/11/2025 15:00,Pump-202,40,14.15,427.44,38.16,53.19,0
1/11/2025 16:00,Pump-202,44.08,13.13,415.38,36.45,53.71,0
1/11/2025 17:00,Pump-202,40,16.29,423.38,44.36,54.8,0
1/11/2025 18:00,Pump-202,40,12.48,380.88,37.77,57.32,0
1/11/2025 19:00,Pump-202,40,13.84,431.81,36.94,56.96,0
1/11/2025 20:00,Pump-202,40,14.2,399.97,40.92,52.18,0
1/11/2025 21:00,Pump-202,43.73,18.76,428.46,50.49,58.76,0
1/11/2025 22:00,Pump-202,40.83,14.5,387.98,43.09,55.85,0
1/11/2025 23:00,Pump-202,50.28,13.55,388.26,40.24,59.85,0
1/12/2025 0:00,Pump-202,58.04,23.52,401.39,67.59,62.1,0
1/12/2025 1:00,Pump-202,67.84,29.03,420.83,79.56,69.55,0
1/12/2025 2:00,Pump-202,81.06,25.83,385.02,77.37,79.6,0
1/12/2025 3:00,Pump-202,85.54,24.84,389.08,73.63,80.76,0
1/12/2025 4:00,Pump-202,83.97,33.76,390.95,99.6,80.07,0
1/12/2025 5:00,Pump-202,98.61,34.29,423.57,93.36,87.07,0
1/12/2025 6:00,Pump-202,86.77,30.18,418.16,83.23,80.03,0
1/12/2025 7:00,Pump-202,89.03,37.79,435.29,100.14,82.97,0
1/12/2025 8:00,Pump-202,88.4,33.86,399.42,97.78,84.11,0
1/12/2025 9:00,Pump-202,83.23,24.47,418.49,67.43,78.11,0
1/12/2025 10:00,Pump-202,75.77,29.27,396.04,85.24,75.68,0
1/12/2025 11:00,Pump-202,68.67,24.81,409.14,69.93,69.69,0
1/12/2025 12:00,Pump-202,56.5,17.87,434.71,47.4,65.66,0
1/12/2025 13:00,Pump-202,50.09,17.77,383.23,53.48,61.82,0
1/12/2025 14:00,Pump-202,41.24,11.76,398.36,34.04,53.16,0
1/12/2025 15:00,Pump-202,40,13.06,420.96,35.77,53.78,0
1/12/2025 16:00,Pump-202,40,17.74,428.19,47.79,52.59,0
1/12/2025 17:00,Pump-202,40,15.25,418.81,42,54.36,0
1/12/2025 18:00,Pump-202,40,17.72,431.58,47.35,56.01,0
1/12/2025 19:00,Pump-202,40,15.32,391.67,45.13,53.92,0
1/12/2025 20:00,Pump-202,40,14.45,404.11,41.25,56.85,0
1/12/2025 21:00,Pump-202,40,17.68,427.58,47.7,50.13,0
1/12/2025 22:00,Pump-202,41.17,17.62,422.34,48.13,49.91,0
1/12/2025 23:00,Pump-202,50.07,17.62,388.35,52.32,58.46,0
1/13/2025 0:00,Pump-202,54.6,17.09,384.25,51.32,60.36,0
1/13/2025 1:00,Pump-202,65.84,25.31,421.71,69.26,70.55,0
1/13/2025 2:00,Pump-202,75.3,33.41,439.73,87.7,75.88,0
1/13/2025 3:00,Pump-202,82.16,24.09,390.3,71.23,75.95,0
1/13/2025 4:00,Pump-202,83.43,27.06,387.31,80.62,79.97,0
1/13/2025 5:00,Pump-202,88.22,30.61,408.44,86.5,81.66,0
1/13/2025 6:00,Pump-202,90.44,30.84,408.08,87.21,86.45,41
1/13/2025 7:00,Pump-202,91.46,31.57,405.14,89.93,87.02,0
1/13/2025 8:00,Pump-202,86.4,31.04,399.25,89.72,85.14,0
1/13/2025 9:00,Pump-202,81.2,28.72,435.24,76.17,78.76,0
1/13/2025 10:00,Pump-202,67.95,26.09,380.01,79.23,69.96,0
1/13/2025 11:00,Pump-202,70.16,20.11,390.07,59.5,73.45,0
1/13/2025 12:00,Pump-202,60.75,22.3,435.73,59.06,65.87,0
1/13/2025 13:00,Pump-202,52.4,17.29,400.93,49.78,59.36,0
1/13/2025 14:00,Pump-202,52.28,14.26,386.64,42.57,62.98,0
1/13/2025 15:00,Pump-202,40,13.9,428.14,37.46,53.09,0
1/13/2025 16:00,Pump-202,43.54,17.73,410.53,49.84,54.91,0
1/13/2025 17:00,Pump-202,40,15.13,439.33,39.73,57.01,0
1/13/2025 18:00,Pump-202,40,17.41,439.53,45.72,50.75,0
1/13/2025 19:00,Pump-202,40,11.15,400.73,32.11,52.87,0
1/13/2025 20:00,Pump-202,40,13.91,429.13,37.4,52.97,0
1/13/2025 21:00,Pump-202,40,11.3,394.01,33.09,52.42,0
1/13/2025 22:00,Pump-202,46.18,15.38,397.48,44.65,55.05,0
1/13/2025 23:00,Pump-202,56.84,21.33,434.32,56.68,63.5,0
1/14/2025 0:00,Pump-202,56.39,17.59,437.2,46.47,63.21,0
1/14/2025 1:00,Pump-202,62.48,18.7,399.22,54.09,65.37,0
1/14/2025 2:00,Pump-202,73.08,22.48,418.09,62.08,74.42,0
1/14/2025 3:00,Pump-202,83.64,24.84,412.68,69.52,79.25,0
1/14/2025 4:00,Pump-202,84.97,25.55,431.24,68.42,81.42,0
1/14/2025 5:00,Pump-202,96.83,42.55,436.09,112.68,88.23,27
1/14/2025 6:00,Pump-202,90.27,36.92,410.22,103.93,84.65,0
1/14/2025 7:00,Pump-202,99.66,31.97,422.06,87.47,87.27,0
1/14/2025 8:00,Pump-202,88.37,32.99,404.67,94.15,85.06,0
1/14/2025 9:00,Pump-202,80,26.31,427.59,71.05,76.11,0
1/14/2025 10:00,Pump-202,71.6,29.72,438.18,78.33,71.31,0
1/14/2025 11:00,Pump-202,71.75,26.02,386.95,77.66,73.95,0
1/14/2025 12:00,Pump-202,66.47,24.76,410.49,69.66,69.91,0
1/14/2025 13:00,Pump-202,40.57,15.74,426.08,42.65,49.59,0
1/14/2025 14:00,Pump-202,41.08,16.09,411.87,45.12,58.85,0
1/14/2025 15:00,Pump-202,41.48,17.65,435.44,46.8,56.68,0
1/14/2025 16:00,Pump-202,43.47,17.18,435.58,45.54,57.45,0
1/14/2025 17:00,Pump-202,40,12.83,413.12,35.87,55.85,0
1/14/2025 18:00,Pump-202,40,14.9,419.47,41.03,53.85,0
1/14/2025 19:00,Pump-202,40,15.74,411.56,44.15,55.38,0
1/14/2025 20:00,Pump-202,40,13.99,408.28,39.56,55.23,0
1/14/2025 21:00,Pump-202,40.45,12.47,404.79,35.59,49.58,0
1/14/2025 22:00,Pump-202,41.39,16.96,414.55,47.25,54.54,0
1/14/2025 23:00,Pump-202,48.04,14.12,385.22,42.32,61.53,0
1/15/2025 0:00,Pump-202,52.86,16.85,412.64,47.18,62.16,0
1/15/2025 1:00,Pump-202,66.17,25.43,394.73,74.44,71.87,0
1/15/2025 2:00,Pump-202,71.11,26.32,414.22,73.43,72.03,0
1/15/2025 3:00,Pump-202,76.37,24.54,406.63,69.72,77.42,0
1/15/2025 4:00,Pump-202,81.34,25.79,415.96,71.62,80.94,0
1/15/2025 5:00,Pump-202,88.98,32.97,414.99,91.79,83.04,0
1/15/2025 6:00,Pump-202,89.28,28.09,409.95,79.16,82.87,0
1/15/2025 7:00,Pump-202,98.74,35.5,395.71,103.65,88.99,7
1/15/2025 8:00,Pump-202,89.47,35.43,414.14,98.86,83.18,0
1/15/2025 9:00,Pump-202,78.51,31.43,406.02,89.45,79.24,0
1/15/2025 10:00,Pump-202,80.97,32.09,436.46,84.96,77.47,0
1/15/2025 11:00,Pump-202,71.69,25.6,430.7,68.68,74.26,0
1/15/2025 12:00,Pump-202,59.38,21.18,420.43,58.2,64.49,0
1/15/2025 13:00,Pump-202,48.53,15.36,418.08,42.44,61.7,0
1/15/2025 14:00,Pump-202,46.49,14.47,392.24,42.62,61.13,0
1/15/2025 15:00,Pump-202,40,16.15,392.96,47.48,57.33,0
1/15/2025 16:00,Pump-202,40,15.17,433.88,40.4,48.82,0
1/15/2025 17:00,Pump-202,40,11.96,406.8,33.98,55.7,0
1/15/2025 18:00,Pump-202,40,15.2,430.35,40.81,51.63,0
1/15/2025 19:00,Pump-202,40,15.73,416.02,43.7,52.56,0
1/15/2025 20:00,Pump-202,40,12,418.91,33.1,55.73,0
1/15/2025 21:00,Pump-202,43.83,15.1,415.84,41.96,55.2,0
1/15/2025 22:00,Pump-202,50.82,20.22,400.4,58.34,60.32,0
1/15/2025 23:00,Pump-202,52.72,17.16,430.85,46.01,61.34,0
1/16/2025 0:00,Pump-202,53.96,19.99,422.4,54.72,61.87,0
1/16/2025 1:00,Pump-202,61.93,17.18,392.7,50.57,68.2,0
1/16/2025 2:00,Pump-202,78.15,31.12,431.48,83.37,73.14,0
1/16/2025 3:00,Pump-202,84.16,36.1,423.15,98.64,80.33,0
1/16/2025 4:00,Pump-202,77.53,28.02,383.17,84.55,76.91,0
1/16/2025 5:00,Pump-202,87.14,31.85,411.95,89.39,80.88,0
1/16/2025 6:00,Pump-202,84.25,30.73,402.78,88.2,81.24,0
